"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs"
0.305830967414872,0.300611651380398,7.19906813461604,58.5959856415662,2.09283252971073e-31,3,-1365.32472868743,2740.64945737486,2760.64414018459,20678.8062207308,399,403
